"DateKey","Date","FullDateUK","FullDateUSA","DayOfMonth","DaySuffix","DayName","DayOfWeekUSA","DayOfWeekUK","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHolidayUSA","IsWeekday","HolidayUSA","IsHolidayUK","HolidayUK","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20140129,2014-01-29 00:00:00.000,29/01/2014,01/29/2014,29,29th,Thu 4,4,3,5,5,5,29,5,5,5,1,Thang 1,1,1,First,2014,CY 2014,"Jan-2014  ",012014,2014-01-01,2014-01-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,25,4,1,1,First,2014,FY 2014,"Jan-2014  ",012014,2014-01-05,2014-02-01,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140130,2014-01-30 00:00:00.000,30/01/2014,01/30/2014,30,30th,Thu 5,5,4,5,5,5,30,5,5,5,1,Thang 1,1,1,First,2014,CY 2014,"Jan-2014  ",012014,2014-01-01,2014-01-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,26,4,1,1,First,2014,FY 2014,"Jan-2014  ",012014,2014-01-05,2014-02-01,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140131,2014-01-31 00:00:00.000,31/01/2014,01/31/2014,31,31st,Thu 6,6,5,5,5,5,31,5,5,5,1,Thang 1,1,1,First,2014,CY 2014,"Jan-2014  ",012014,2014-01-01,2014-01-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,27,4,1,1,First,2014,FY 2014,"Jan-2014  ",012014,2014-01-05,2014-02-01,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140201,2014-02-01 00:00:00.000,01/02/2014,02/01/2014,1,1st,Thu 7,7,6,1,5,5,32,1,5,5,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,28,4,1,1,First,2014,FY 2014,"Jan-2014  ",012014,2014-01-05,2014-02-01,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140202,2014-02-02 00:00:00.000,02/02/2014,02/02/2014,2,2nd,Chu Nhat,1,7,1,5,5,33,2,5,6,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,29,5,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140203,2014-02-03 00:00:00.000,03/02/2014,02/03/2014,3,3rd,Thu 2,2,1,1,5,5,34,2,5,6,2,Thang 2,2,1,First,2014,CY 2014,Feb-2014,022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,30,5,2,1,First,2014,FY 2014,Feb-2014,022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140204,2014-02-04 00:00:00.000,04/02/2014,02/04/2014,4,4th,Thu 3,3,2,1,5,5,35,2,5,6,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,31,5,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140205,2014-02-05 00:00:00.000,05/02/2014,02/05/2014,5,5th,Thu 4,4,3,1,6,6,36,2,6,6,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,32,5,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140206,2014-02-06 00:00:00.000,06/02/2014,02/06/2014,6,6th,Thu 5,5,4,1,6,6,37,2,6,6,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,33,5,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140207,2014-02-07 00:00:00.000,07/02/2014,02/07/2014,7,7th,Thu 6,6,5,1,6,6,38,2,6,6,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,34,5,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140208,2014-02-08 00:00:00.000,08/02/2014,02/08/2014,8,8th,Thu 7,7,6,2,6,6,39,2,6,6,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,35,5,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140209,2014-02-09 00:00:00.000,09/02/2014,02/09/2014,9,9th,Chu Nhat,1,7,2,6,6,40,3,6,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,36,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140210,2014-02-10 00:00:00.000,10/02/2014,02/10/2014,10,10th,Thu 2,2,1,2,6,6,41,3,6,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,37,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140211,2014-02-11 00:00:00.000,11/02/2014,02/11/2014,11,11th,Thu 3,3,2,2,6,6,42,3,6,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,38,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140212,2014-02-12 00:00:00.000,12/02/2014,02/12/2014,12,12th,Thu 4,4,3,2,7,7,43,3,7,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,39,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140213,2014-02-13 00:00:00.000,13/02/2014,02/13/2014,13,13th,Thu 5,5,4,2,7,7,44,3,7,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,40,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140214,2014-02-14 00:00:00.000,14/02/2014,02/14/2014,14,14th,Thu 6,6,5,2,7,7,45,3,7,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,1,1,Valentine's Day,0,NULL,41,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140215,2014-02-15 00:00:00.000,15/02/2014,02/15/2014,15,15th,Thu 7,7,6,3,7,7,46,3,7,7,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,42,6,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140216,2014-02-16 00:00:00.000,16/02/2014,02/16/2014,16,16th,Chu Nhat,1,7,3,7,7,47,4,7,8,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,43,7,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140217,2014-02-17 00:00:00.000,17/02/2014,02/17/2014,17,17th,Thu 2,2,1,3,7,7,48,4,7,8,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,44,7,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140218,2014-02-18 00:00:00.000,18/02/2014,02/18/2014,18,18th,Thu 3,3,2,3,7,7,49,4,7,8,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,45,7,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140219,2014-02-19 00:00:00.000,19/02/2014,02/19/2014,19,19th,Thu 4,4,3,3,8,8,50,4,8,8,2,Thang 2,2,1,First,2014,CY 2014,Feb-2014,022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,46,7,2,1,First,2014,FY 2014,Feb-2014,022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140220,2014-02-20 00:00:00.000,20/02/2014,02/20/2014,20,20th,Thu 5,5,4,3,8,8,51,4,8,8,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,47,7,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140221,2014-02-21 00:00:00.000,21/02/2014,02/21/2014,21,21st,Thu 6,6,5,3,8,8,52,4,8,8,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,48,7,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140222,2014-02-22 00:00:00.000,22/02/2014,02/22/2014,22,22nd,Thu 7,7,6,4,8,8,53,4,8,8,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,49,7,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140223,2014-02-23 00:00:00.000,23/02/2014,02/23/2014,23,23rd,Chu Nhat,1,7,4,8,8,54,5,8,9,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,50,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140224,2014-02-24 00:00:00.000,24/02/2014,02/24/2014,24,24th,Thu 2,2,1,4,8,8,55,5,8,9,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,51,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140225,2014-02-25 00:00:00.000,25/02/2014,02/25/2014,25,25th,Thu 3,3,2,4,8,8,56,5,8,9,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,52,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140226,2014-02-26 00:00:00.000,26/02/2014,02/26/2014,26,26th,Thu 4,4,3,4,9,9,57,5,9,9,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,53,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140227,2014-02-27 00:00:00.000,27/02/2014,02/27/2014,27,27th,Thu 5,5,4,4,9,9,58,5,9,9,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,54,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140228,2014-02-28 00:00:00.000,28/02/2014,02/28/2014,28,28th,Thu 6,6,5,4,9,9,59,5,9,9,2,Thang 2,2,1,First,2014,CY 2014,"Feb-2014  ",022014,2014-02-01,2014-02-28,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,55,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140301,2014-03-01 00:00:00.000,01/03/2014,03/01/2014,1,1st,Thu 7,7,6,1,9,9,60,1,9,9,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,56,8,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140302,2014-03-02 00:00:00.000,02/03/2014,03/02/2014,2,2nd,Chu Nhat,1,7,1,9,9,61,2,9,10,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,57,9,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140303,2014-03-03 00:00:00.000,03/03/2014,03/03/2014,3,3rd,Thu 2,2,1,1,9,9,62,2,9,10,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,58,9,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140304,2014-03-04 00:00:00.000,04/03/2014,03/04/2014,4,4th,Thu 3,3,2,1,9,9,63,2,9,10,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,59,9,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140305,2014-03-05 00:00:00.000,05/03/2014,03/05/2014,5,5th,Thu 4,4,3,1,10,10,64,2,10,10,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,60,9,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140306,2014-03-06 00:00:00.000,06/03/2014,03/06/2014,6,6th,Thu 5,5,4,1,10,10,65,2,10,10,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,61,9,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140307,2014-03-07 00:00:00.000,07/03/2014,03/07/2014,7,7th,Thu 6,6,5,1,10,10,66,2,10,10,3,Thang 3,3,1,First,2014,CY 2014,Mar-2014,032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,62,9,2,1,First,2014,FY 2014,Feb-2014,022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140308,2014-03-08 00:00:00.000,08/03/2014,03/08/2014,8,8th,Thu 7,7,6,2,10,10,67,2,10,10,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,63,9,2,1,First,2014,FY 2014,"Feb-2014  ",022014,2014-02-02,2014-03-08,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140309,2014-03-09 00:00:00.000,09/03/2014,03/09/2014,9,9th,Chu Nhat,1,7,2,10,10,68,3,10,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,64,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140310,2014-03-10 00:00:00.000,10/03/2014,03/10/2014,10,10th,Thu 2,2,1,2,10,10,69,3,10,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,65,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140311,2014-03-11 00:00:00.000,11/03/2014,03/11/2014,11,11th,Thu 3,3,2,2,10,10,70,3,10,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,66,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140312,2014-03-12 00:00:00.000,12/03/2014,03/12/2014,12,12th,Thu 4,4,3,2,11,11,71,3,11,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,67,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140313,2014-03-13 00:00:00.000,13/03/2014,03/13/2014,13,13th,Thu 5,5,4,2,11,11,72,3,11,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,68,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140314,2014-03-14 00:00:00.000,14/03/2014,03/14/2014,14,14th,Thu 6,6,5,2,11,11,73,3,11,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,69,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140315,2014-03-15 00:00:00.000,15/03/2014,03/15/2014,15,15th,Thu 7,7,6,3,11,11,74,3,11,11,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,70,10,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140316,2014-03-16 00:00:00.000,16/03/2014,03/16/2014,16,16th,Chu Nhat,1,7,3,11,11,75,4,11,12,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,71,11,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140317,2014-03-17 00:00:00.000,17/03/2014,03/17/2014,17,17th,Thu 2,2,1,3,11,11,76,4,11,12,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,1,1,Saint Patrick's Day,0,NULL,72,11,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140318,2014-03-18 00:00:00.000,18/03/2014,03/18/2014,18,18th,Thu 3,3,2,3,11,11,77,4,11,12,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,73,11,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140319,2014-03-19 00:00:00.000,19/03/2014,03/19/2014,19,19th,Thu 4,4,3,3,12,12,78,4,12,12,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,74,11,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140320,2014-03-20 00:00:00.000,20/03/2014,03/20/2014,20,20th,Thu 5,5,4,3,12,12,79,4,12,12,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,75,11,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140321,2014-03-21 00:00:00.000,21/03/2014,03/21/2014,21,21st,Thu 6,6,5,3,12,12,80,4,12,12,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,76,11,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140322,2014-03-22 00:00:00.000,22/03/2014,03/22/2014,22,22nd,Thu 7,7,6,4,12,12,81,4,12,12,3,Thang 3,3,1,First,2014,CY 2014,Mar-2014,032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,77,11,3,1,First,2014,FY 2014,Mar-2014,032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140323,2014-03-23 00:00:00.000,23/03/2014,03/23/2014,23,23rd,Chu Nhat,1,7,4,12,12,82,5,12,13,3,Thang 3,3,1,First,2014,CY 2014,Mar-2014,032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,78,12,3,1,First,2014,FY 2014,Mar-2014,032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140324,2014-03-24 00:00:00.000,24/03/2014,03/24/2014,24,24th,Thu 2,2,1,4,12,12,83,5,12,13,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,79,12,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140325,2014-03-25 00:00:00.000,25/03/2014,03/25/2014,25,25th,Thu 3,3,2,4,12,12,84,5,12,13,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,80,12,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140326,2014-03-26 00:00:00.000,26/03/2014,03/26/2014,26,26th,Thu 4,4,3,4,13,13,85,5,13,13,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,81,12,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140327,2014-03-27 00:00:00.000,27/03/2014,03/27/2014,27,27th,Thu 5,5,4,4,13,13,86,5,13,13,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,82,12,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
20140328,2014-03-28 00:00:00.000,28/03/2014,03/28/2014,28,28th,Thu 6,6,5,4,13,13,87,5,13,13,3,Thang 3,3,1,First,2014,CY 2014,"Mar-2014  ",032014,2014-03-01,2014-03-31,2014-01-01,2014-03-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,83,12,3,1,First,2014,FY 2014,"Mar-2014  ",032014,2014-03-09,2014-04-05,2014-01-05,2014-04-05,2014-01-05,2015-01-03
